densite;densite_hg;densite_hd;densite_bg;densite_bd;densite_h;densite_b;densite_g;densite_d;x_inter;y_inter;size_x;size_y;label
0.43333333333333335;0.21794871794871795;0.5512820512820513;0.05128205128205128;0.3974358974358974;0.7692307692307693;0.44871794871794873;0.23076923076923078;0.7692307692307693;0.2;0.6;0.009;0.02;9_dataset_2291.png
0.3130434782608696;0.4027777777777778;0.4444444444444444;0.4305555555555556;0.4166666666666667;0.7083333333333334;0.5972222222222222;0.6388888888888888;0.6805555555555556;0.4;0.6;0.01;0.023;9_dataset_4838.png
0.478125;0.43790849673202614;0.42483660130718953;0.2875816993464052;0.3333333333333333;0.7777777777777778;0.5032679738562091;0.5490196078431373;0.6209150326797386;0.2;0.4;0.016;0.02;9_dataset_669.png
0.2708333333333333;0.36923076923076925;0.5230769230769231;0.18461538461538463;0.4;0.7846153846153846;0.49230769230769234;0.4153846153846154;0.7384615384615385;0.2;0.6;0.012;0.02;9_dataset_1798.png
0.2659846547314578;0.25;0.4423076923076923;0.28846153846153844;0.3557692307692308;0.6346153846153846;0.5961538461538461;0.4230769230769231;0.6634615384615384;0.4;0.4;0.017;0.023;9_dataset_1940.png
0.35;0.3979591836734694;0.5;0.21428571428571427;0.23469387755102042;0.7857142857142857;0.336734693877551;0.5918367346938775;0.6122448979591837;0.2;0.6;0.014;0.02;9_dataset_1954.png
0.28214285714285714;0.43037974683544306;0.46835443037974683;0.35443037974683544;0.35443037974683544;0.7848101265822784;0.5569620253164557;0.569620253164557;0.6329113924050633;0.2;0.6;0.014;0.02;9_dataset_2285.png
0.4387755102040816;0.3643410852713178;0.5038759689922481;0.26356589147286824;0.3875968992248062;0.751937984496124;0.5891472868217055;0.4186046511627907;0.6976744186046512;0.4;0.4;0.014;0.021;9_dataset_3825.png
0.4857142857142857;0.4632352941176471;0.45588235294117646;0.27205882352941174;0.3014705882352941;0.7941176470588235;0.4264705882352941;0.6029411764705882;0.6176470588235294;0.4;0.4;0.014;0.02;9_dataset_4192.png
0.5;0.41;0.45;0.28;0.42;0.68;0.58;0.57;0.69;0.4;0.6;0.01;0.02;9_dataset_32.png
0.35858585858585856;0.19718309859154928;0.5211267605633803;0.028169014084507043;0.36619718309859156;0.7183098591549296;0.39436619718309857;0.2112676056338028;0.7887323943661971;0.2;0.6;0.009;0.022;9_dataset_1001.png
0.4634920634920635;0.23972602739726026;0.4383561643835616;0.2876712328767123;0.3972602739726027;0.6164383561643836;0.6301369863013698;0.410958904109589;0.6917808219178082;0.4;0.4;0.015;0.021;9_dataset_3616.png
0.5743801652892562;0.4316546762589928;0.5323741007194245;0.15827338129496402;0.3669064748201439;0.7985611510791367;0.45323741007194246;0.45323741007194246;0.7338129496402878;0.4;0.6;0.011;0.022;9_dataset_4179.png
0.3952380952380952;0.4397590361445783;0.5240963855421686;0.09036144578313253;0.3855421686746988;0.8072289156626506;0.40963855421686746;0.4457831325301205;0.7168674698795181;0.4;0.4;0.021;0.02;9_dataset_5267.png
0.4090909090909091;0.3111111111111111;0.5111111111111111;0.14444444444444443;0.4;0.7111111111111111;0.4111111111111111;0.45555555555555555;0.7888888888888889;0.2;0.6;0.01;0.022;9_dataset_2508.png
0.3;0.32222222222222224;0.4666666666666667;0.1111111111111111;0.32222222222222224;0.7222222222222222;0.37777777777777777;0.43333333333333335;0.6888888888888889;0.2;0.6;0.015;0.02;9_dataset_5501.png
0.34297520661157027;0.30120481927710846;0.5180722891566265;0.1686746987951807;0.37349397590361444;0.7108433734939759;0.40963855421686746;0.46987951807228917;0.7710843373493976;0.2;0.6;0.011;0.022;9_dataset_3170.png
0.5047619047619047;0.37735849056603776;0.4591194968553459;0.18867924528301888;0.3836477987421384;0.7547169811320755;0.5157232704402516;0.4276729559748428;0.6792452830188679;0.2;0.6;0.015;0.021;9_dataset_1767.png
0.31785714285714284;0.4044943820224719;0.4943820224719101;0.24719101123595505;0.34831460674157305;0.797752808988764;0.449438202247191;0.5168539325842697;0.6853932584269663;0.4;0.8;0.014;0.02;9_dataset_696.png
0.4772727272727273;0.3619047619047619;0.5142857142857142;0.2571428571428571;0.45714285714285713;0.7333333333333333;0.5904761904761905;0.4380952380952381;0.7619047619047619;0.2;0.6;0.011;0.02;9_dataset_1773.png
0.46842105263157896;0.34831460674157305;0.4438202247191011;0.25280898876404495;0.3258426966292135;0.702247191011236;0.5;0.5112359550561798;0.6235955056179775;0.4;0.6;0.019;0.02;9_dataset_682.png
0.4880952380952381;0.3008130081300813;0.34959349593495936;0.22764227642276422;0.4065040650406504;0.5772357723577236;0.5528455284552846;0.4878048780487805;0.6504065040650406;0.2;0.6;0.012;0.021;9_dataset_5515.png
0.33076923076923076;0.36046511627906974;0.5581395348837209;0.11627906976744186;0.3488372093023256;0.8023255813953488;0.4069767441860465;0.38372093023255816;0.7558139534883721;0.2;0.6;0.013;0.02;9_dataset_3164.png
0.42857142857142855;0.39316239316239315;0.46153846153846156;0.3162393162393162;0.41025641025641024;0.7435897435897436;0.5384615384615384;0.5384615384615384;0.7008547008547008;0.4;0.4;0.013;0.021;9_dataset_3602.png
0.4722222222222222;0.36134453781512604;0.37815126050420167;0.35294117647058826;0.31092436974789917;0.6554621848739496;0.5882352941176471;0.5882352941176471;0.5378151260504201;0.2;0.6;0.012;0.021;9_dataset_5273.png
0.35374149659863946;0.3076923076923077;0.3269230769230769;0.28846153846153844;0.46153846153846156;0.6346153846153846;0.75;0.40384615384615385;0.5961538461538461;0.2;0.6;0.007;0.021;9_dataset_1015.png
0.39015151515151514;0.3300970873786408;0.5533980582524272;0.2524271844660194;0.4077669902912621;0.7572815533980582;0.5436893203883495;0.39805825242718446;0.7864077669902912;0.4;0.8;0.011;0.024;9_dataset_4145.png
0.2916666666666667;0.35714285714285715;0.5285714285714286;0.02857142857142857;0.3142857142857143;0.8;0.3142857142857143;0.37142857142857144;0.7285714285714285;0.2;0.6;0.012;0.02;9_dataset_2534.png
0.3458333333333333;0.37349397590361444;0.46987951807228917;0.30120481927710846;0.40963855421686746;0.7469879518072289;0.5301204819277109;0.5542168674698795;0.6746987951807228;0.2;0.6;0.012;0.02;9_dataset_872.png
0.49166666666666664;0.3813559322033898;0.4830508474576271;0.2542372881355932;0.4152542372881356;0.7457627118644068;0.5847457627118644;0.4576271186440678;0.7033898305084746;0.2;0.6;0.012;0.02;9_dataset_1983.png
0.3305785123966942;0.3375;0.525;0.0875;0.4;0.75;0.4;0.4125;0.775;0.2;0.6;0.011;0.022;9_dataset_2252.png
0.32142857142857145;0.40404040404040403;0.48484848484848486;0.13131313131313133;0.40404040404040403;0.797979797979798;0.46464646464646464;0.43434343434343436;0.6868686868686869;0.2;0.6;0.014;0.022;9_dataset_4623.png
0.4;0.36538461538461536;0.4423076923076923;0.20192307692307693;0.40384615384615385;0.7307692307692307;0.5384615384615384;0.4326923076923077;0.6923076923076923;0.4;0.6;0.013;0.02;9_dataset_2246.png
0.17543859649122806;0.44285714285714284;0.34285714285714286;0.18571428571428572;0.35714285714285715;0.7428571428571429;0.5142857142857142;0.4857142857142857;0.5857142857142857;0.4;0.4;0.019;0.021;9_dataset_5529.png
0.32857142857142857;0.40217391304347827;0.4673913043478261;0.2391304347826087;0.43478260869565216;0.782608695652174;0.5434782608695652;0.4891304347826087;0.6847826086956522;0.2;0.6;0.014;0.02;9_dataset_4637.png
0.3877551020408163;0.39473684210526316;0.40350877192982454;0.21052631578947367;0.4473684210526316;0.7192982456140351;0.5789473684210527;0.4473684210526316;0.6754385964912281;0.6;0.6;0.014;0.021;9_dataset_3158.png
0.31666666666666665;0.47368421052631576;0.4868421052631579;0.2236842105263158;0.35526315789473684;0.8289473684210527;0.47368421052631576;0.5394736842105263;0.6578947368421053;0.4;0.6;0.012;0.02;9_dataset_866.png
0.3233082706766917;0.26356589147286824;0.5038759689922481;0.1937984496124031;0.4263565891472868;0.689922480620155;0.5813953488372093;0.3333333333333333;0.751937984496124;0.4;0.6;0.019;0.021;9_dataset_1997.png
0.35;0.3956043956043956;0.5604395604395604;0.17582417582417584;0.37362637362637363;0.8241758241758241;0.4835164835164835;0.3956043956043956;0.7362637362637363;0.4;0.4;0.013;0.02;9_dataset_1029.png
0.3625;0.3103448275862069;0.4482758620689655;0.26436781609195403;0.3793103448275862;0.6896551724137931;0.5747126436781609;0.4367816091954023;0.6781609195402298;0.4;0.6;0.012;0.02;9_dataset_4151.png
0.4797979797979798;0.29473684210526313;0.4631578947368421;0.17894736842105263;0.2736842105263158;0.7578947368421053;0.45263157894736844;0.37894736842105264;0.6210526315789474;0.4;0.4;0.009;0.022;9_dataset_2520.png
0.46785714285714286;0.3969465648854962;0.4961832061068702;0.2824427480916031;0.366412213740458;0.7709923664122137;0.48091603053435117;0.549618320610687;0.6870229007633588;0.2;0.4;0.014;0.02;9_dataset_5918.png
0.37084398976982097;0.4206896551724138;0.4689655172413793;0.13793103448275862;0.35172413793103446;0.7724137931034483;0.46206896551724136;0.4206896551724138;0.696551724137931;0.4;0.4;0.017;0.023;9_dataset_457.png
0.38636363636363635;0.4019607843137255;0.5;0.30392156862745096;0.38235294117647056;0.7745098039215687;0.49019607843137253;0.5392156862745098;0.7254901960784313;0.2;0.4;0.012;0.022;9_dataset_331.png
0.32644628099173556;0.34177215189873417;0.5569620253164557;0.22784810126582278;0.379746835443038;0.759493670886076;0.45569620253164556;0.46835443037974683;0.7974683544303798;0.2;0.6;0.011;0.022;9_dataset_2911.png
0.29583333333333334;0.3380281690140845;0.5774647887323944;0.16901408450704225;0.352112676056338;0.8028169014084507;0.352112676056338;0.5070422535211268;0.7746478873239436;0.2;0.6;0.012;0.02;9_dataset_2905.png
0.2636363636363636;0.3103448275862069;0.5;0.1896551724137931;0.39655172413793105;0.7241379310344828;0.41379310344827586;0.5;0.7586206896551724;0.2;0.6;0.011;0.02;9_dataset_325.png
0.2692307692307692;0.3116883116883117;0.5324675324675324;0.16883116883116883;0.33766233766233766;0.7662337662337663;0.42857142857142855;0.4025974025974026;0.7532467532467533;0.2;0.6;0.013;0.022;9_dataset_443.png
0.32916666666666666;0.3670886075949367;0.5443037974683544;0.1518987341772152;0.3291139240506329;0.8227848101265823;0.4177215189873418;0.3924050632911392;0.7215189873417721;0.2;0.6;0.012;0.02;9_dataset_2093.png
0.40476190476190477;0.29411764705882354;0.47058823529411764;0.16470588235294117;0.47058823529411764;0.6705882352941176;0.4823529411764706;0.4588235294117647;0.788235294117647;0.2;0.6;0.01;0.021;9_dataset_5924.png
0.39545454545454545;0.367816091954023;0.4827586206896552;0.22988505747126436;0.4367816091954023;0.7471264367816092;0.5632183908045977;0.4367816091954023;0.7241379310344828;0.2;0.6;0.011;0.02;9_dataset_4384.png
0.35714285714285715;0.39090909090909093;0.5272727272727272;0.21818181818181817;0.24545454545454545;0.8181818181818182;0.34545454545454546;0.5272727272727272;0.6909090909090909;0.2;0.6;0.014;0.022;9_dataset_319.png
0.4;0.2777777777777778;0.5;0.08333333333333333;0.2638888888888889;0.7777777777777778;0.3472222222222222;0.3611111111111111;0.6388888888888888;0.2;0.6;0.009;0.02;9_dataset_4390.png
0.3416666666666667;0.2926829268292683;0.4878048780487805;0.13414634146341464;0.4878048780487805;0.7195121951219512;0.5121951219512195;0.3780487804878049;0.7682926829268293;0.2;0.6;0.012;0.02;9_dataset_2939.png
0.4;0.4642857142857143;0.4732142857142857;0.23214285714285715;0.2857142857142857;0.8303571428571429;0.39285714285714285;0.5892857142857143;0.6071428571428571;0.2;0.6;0.014;0.02;9_dataset_2087.png
0.3611111111111111;0.27692307692307694;0.4461538461538462;0.1076923076923077;0.4307692307692308;0.7230769230769231;0.5384615384615384;0.27692307692307694;0.7230769230769231;0.2;0.6;0.009;0.02;9_dataset_5930.png
0.36507936507936506;0.28695652173913044;0.5217391304347826;0.23478260869565218;0.3565217391304348;0.7304347826086957;0.5478260869565217;0.3652173913043478;0.7217391304347827;0.6;0.6;0.015;0.021;9_dataset_3399.png
0.48125;0.3961038961038961;0.44155844155844154;0.2857142857142857;0.42207792207792205;0.7207792207792207;0.5714285714285714;0.525974025974026;0.6883116883116883;0.4;0.6;0.016;0.02;9_dataset_494.png
0.3835978835978836;0.3724137931034483;0.43448275862068964;0.2689655172413793;0.3448275862068966;0.7310344827586207;0.5241379310344828;0.4827586206896552;0.6551724137931034;0.4;0.6;0.018;0.021;9_dataset_1565.png
0.38095238095238093;0.3055555555555556;0.4166666666666667;0.18055555555555555;0.3472222222222222;0.7222222222222222;0.5277777777777778;0.3611111111111111;0.6388888888888888;0.4;0.6;0.009;0.021;9041.png
0.30714285714285716;0.36046511627906974;0.4883720930232558;0.20930232558139536;0.3372093023255814;0.7674418604651163;0.4069767441860465;0.5116279069767442;0.7093023255813954;0.2;0.6;0.014;0.02;9_dataset_3372.png
0.5136363636363637;0.45132743362831856;0.4690265486725664;0.34513274336283184;0.3274336283185841;0.7610619469026548;0.4690265486725664;0.6460176991150443;0.6548672566371682;0.4;0.4;0.011;0.02;9_dataset_5703.png
0.3090909090909091;0.3088235294117647;0.5588235294117647;0.08823529411764706;0.35294117647058826;0.7647058823529411;0.35294117647058826;0.39705882352941174;0.7941176470588235;0.2;0.6;0.011;0.02;9_dataset_5065.png
0.3923076923076923;0.35294117647058826;0.5098039215686274;0.18627450980392157;0.3431372549019608;0.7843137254901961;0.49019607843137253;0.39215686274509803;0.696078431372549;0.6;0.4;0.013;0.02;9_dataset_3414.png
0.4107142857142857;0.40869565217391307;0.45217391304347826;0.30434782608695654;0.3826086956521739;0.7565217391304347;0.5217391304347826;0.5217391304347826;0.6956521739130435;0.2;0.4;0.014;0.02;9_dataset_1203.png
0.3892857142857143;0.41284403669724773;0.5229357798165137;0.23853211009174313;0.3119266055045872;0.8256880733944955;0.47706422018348627;0.45871559633027525;0.6972477064220184;0.4;0.6;0.014;0.02;9_dataset_5071.png
0.42142857142857143;0.4406779661016949;0.4661016949152542;0.3135593220338983;0.3389830508474576;0.7966101694915254;0.5084745762711864;0.5169491525423728;0.6694915254237288;0.2;0.4;0.014;0.02;9_dataset_3400.png
0.19682539682539682;0.41935483870967744;0.3870967741935484;0.14516129032258066;0.3548387096774194;0.6935483870967742;0.45161290322580644;0.532258064516129;0.6290322580645161;0.2;0.6;0.015;0.021;9_dataset_3366.png
0.4;0.4375;0.4642857142857143;0.25;0.36607142857142855;0.7946428571428571;0.49107142857142855;0.5089285714285714;0.6696428571428571;0.2;0.6;0.014;0.02;9_dataset_4409.png
0.45151515151515154;0.3691275167785235;0.4697986577181208;0.28187919463087246;0.3221476510067114;0.7114093959731543;0.436241610738255;0.5637583892617449;0.6845637583892618;0.2;0.4;0.015;0.022;9_dataset_5717.png
0.30606060606060603;0.297029702970297;0.5247524752475248;0.19801980198019803;0.32673267326732675;0.7623762376237624;0.43564356435643564;0.42574257425742573;0.7227722772277227;0.2;0.6;0.015;0.022;9_dataset_2078.png
0.24;0.4166666666666667;0.5208333333333334;0.2916666666666667;0.4583333333333333;0.7916666666666666;0.5625;0.5208333333333334;0.7291666666666666;0.6;0.6;0.01;0.02;9_dataset_480.png
0.32142857142857145;0.4222222222222222;0.5111111111111111;0.18888888888888888;0.3;0.8444444444444444;0.45555555555555555;0.4222222222222222;0.6666666666666666;0.4;0.4;0.014;0.02;9_dataset_1571.png
0.4125;0.3939393939393939;0.48484848484848486;0.23232323232323232;0.3838383838383838;0.7777777777777778;0.5151515151515151;0.45454545454545453;0.7070707070707071;0.4;0.6;0.012;0.02;9_dataset_4421.png
0.33974358974358976;0.32075471698113206;0.4528301886792453;0.4056603773584906;0.37735849056603776;0.660377358490566;0.5471698113207547;0.5943396226415094;0.6981132075471698;0.4;0.4;0.013;0.024;9_dataset_2050.png
0.25;0.40404040404040403;0.494949494949495;0.15151515151515152;0.40404040404040403;0.8181818181818182;0.5151515151515151;0.40404040404040403;0.6767676767676768;0.2;0.4;0.018;0.022;9_dataset_1559.png
0.3612040133779264;0.3333333333333333;0.5370370370370371;0.2777777777777778;0.4166666666666667;0.7592592592592593;0.5462962962962963;0.4444444444444444;0.7592592592592593;0.2;0.6;0.013;0.023;9_dataset_2736.png
0.44642857142857145;0.392;0.48;0.256;0.368;0.776;0.544;0.456;0.672;0.2;0.6;0.014;0.02;9_dataset_5059.png
0.3678571428571429;0.3786407766990291;0.46601941747572817;0.2912621359223301;0.33980582524271846;0.7475728155339806;0.47572815533980584;0.5631067961165048;0.6504854368932039;0.2;0.6;0.014;0.02;9_dataset_3428.png
0.32653061224489793;0.4270833333333333;0.40625;0.16666666666666666;0.40625;0.75;0.5;0.46875;0.65625;0.4;0.6;0.014;0.021;9_dataset_2722.png
0.354978354978355;0.34146341463414637;0.5365853658536586;0.12195121951219512;0.4268292682926829;0.7804878048780488;0.5;0.34146341463414637;0.7560975609756098;0.4;0.4;0.011;0.021;9_dataset_4353.png
0.4090909090909091;0.35714285714285715;0.5079365079365079;0.16666666666666666;0.2619047619047619;0.7698412698412699;0.3492063492063492;0.5158730158730159;0.6587301587301587;0.2;0.6;0.014;0.022;9_dataset_4435.png
0.37362637362637363;0.37254901960784315;0.5294117647058824;0.13725490196078433;0.3431372549019608;0.8137254901960784;0.4411764705882353;0.37254901960784315;0.7156862745098039;0.4;0.4;0.013;0.021;9_dataset_2044.png
0.3952380952380952;0.42168674698795183;0.4939759036144578;0.2289156626506024;0.42168674698795183;0.7831325301204819;0.5421686746987951;0.46987951807228917;0.7108433734939759;0.2;0.6;0.01;0.021;9_dataset_523.png
0.4;0.5125;0.4875;0.3875;0.35;0.8;0.45;0.7125;0.6875;0.2;0.4;0.01;0.02;980.png
0.346875;0.32432432432432434;0.45045045045045046;0.26126126126126126;0.44144144144144143;0.6846846846846847;0.6486486486486487;0.45045045045045046;0.6576576576576577;0.4;0.4;0.016;0.02;9_dataset_245.png
0.38636363636363635;0.2823529411764706;0.5529411764705883;0.16470588235294117;0.36470588235294116;0.7411764705882353;0.38823529411764707;0.4235294117647059;0.8117647058823529;0.2;0.8;0.01;0.022;9_dataset_2865.png
0.36153846153846153;0.4148936170212766;0.425531914893617;0.18085106382978725;0.43617021276595747;0.7553191489361702;0.5106382978723404;0.4787234042553192;0.6702127659574468;0.4;0.6;0.013;0.02;9_dataset_2871.png
0.32057416267942584;0.39552238805970147;0.4925373134328358;0.17164179104477612;0.3805970149253731;0.8134328358208955;0.48507462686567165;0.43283582089552236;0.6791044776119403;0.2;0.6;0.019;0.022;9_dataset_251.png
0.48;0.3402777777777778;0.5208333333333334;0.2222222222222222;0.3819444444444444;0.7777777777777778;0.5555555555555556;0.3958333333333333;0.7013888888888888;0.2;0.4;0.015;0.02;9_dataset_537.png
0.3146853146853147;0.3333333333333333;0.5222222222222223;0.18888888888888888;0.28888888888888886;0.7666666666666667;0.37777777777777777;0.4777777777777778;0.7111111111111111;0.2;0.6;0.013;0.022;9_dataset_5878.png
0.3055555555555556;0.2545454545454545;0.45454545454545453;0.0;0.41818181818181815;0.7090909090909091;0.41818181818181815;0.2545454545454545;0.7454545454545455;0.2;0.6;0.009;0.02;9_dataset_4596.png
0.3588235294117647;0.4262295081967213;0.4262295081967213;0.22131147540983606;0.4262295081967213;0.7622950819672131;0.5491803278688525;0.5081967213114754;0.6475409836065574;0.2;0.6;0.017;0.02;9_dataset_5850.png
0.25833333333333336;0.3978494623655914;0.45161290322580644;0.12903225806451613;0.46236559139784944;0.7634408602150538;0.5268817204301075;0.40860215053763443;0.6881720430107527;0.4;0.6;0.015;0.024;9_dataset_5688.png
0.3006993006993007;0.37209302325581395;0.4069767441860465;0.18604651162790697;0.46511627906976744;0.6976744186046512;0.5116279069767442;0.47674418604651164;0.7093023255813954;0.2;0.6;0.013;0.022;9_dataset_2681.png
0.340625;0.45871559633027525;0.44036697247706424;0.28440366972477066;0.3486238532110092;0.8073394495412844;0.5321100917431193;0.5321100917431193;0.6146788990825688;0.4;0.6;0.016;0.02;9_dataset_2859.png
0.23129251700680273;0.35294117647058826;0.39705882352941174;0.1323529411764706;0.5294117647058824;0.6911764705882353;0.6029411764705882;0.36764705882352944;0.7058823529411765;0.4;0.4;0.014;0.021;9_dataset_1388.png
0.28888888888888886;0.3942307692307692;0.41346153846153844;0.20192307692307693;0.4423076923076923;0.7596153846153846;0.5480769230769231;0.47115384615384615;0.6538461538461539;0.2;0.6;0.018;0.02;9_dataset_279.png
0.4393939393939394;0.3103448275862069;0.4482758620689655;0.13793103448275862;0.26436781609195403;0.7586206896551724;0.40229885057471265;0.39080459770114945;0.6091954022988506;0.2;0.6;0.009;0.022;9_dataset_2695.png
0.2956521739130435;0.36764705882352944;0.4852941176470588;0.2647058823529412;0.38235294117647056;0.7352941176470589;0.5294117647058824;0.45588235294117646;0.75;0.4;0.6;0.01;0.023;9_dataset_4582.png
0.3575;0.5244755244755245;0.46153846153846156;0.3356643356643357;0.34965034965034963;0.7692307692307693;0.5804195804195804;0.6083916083916084;0.6223776223776224;0.4;0.4;0.02;0.02;9_dataset_5844.png
0.41363636363636364;0.4065934065934066;0.5384615384615384;0.27472527472527475;0.5054945054945055;0.7472527472527473;0.6263736263736264;0.4835164835164835;0.7912087912087912;0.2;0.6;0.011;0.02;9_dataset_1411.png
0.2826086956521739;0.4835164835164835;0.45054945054945056;0.08791208791208792;0.32967032967032966;0.7692307692307693;0.37362637362637363;0.5054945054945055;0.6813186813186813;0.2;0.6;0.014;0.023;9_dataset_2118.png
0.3741258741258741;0.35514018691588783;0.4672897196261682;0.2897196261682243;0.34579439252336447;0.7383177570093458;0.48598130841121495;0.5514018691588785;0.6448598130841121;0.2;0.6;0.013;0.022;9_dataset_5677.png
0.3452685421994885;0.43703703703703706;0.362962962962963;0.2740740740740741;0.43703703703703706;0.7185185185185186;0.6;0.5259259259259259;0.6222222222222222;0.4;0.6;0.017;0.023;9_dataset_4569.png
0.30714285714285716;0.3953488372093023;0.5;0.18604651162790697;0.36046511627906974;0.8023255813953488;0.5;0.3953488372093023;0.6976744186046512;0.4;0.4;0.014;0.02;9_dataset_3206.png
0.341991341991342;0.3037974683544304;0.4936708860759494;0.20253164556962025;0.45569620253164556;0.7088607594936709;0.5949367088607594;0.3291139240506329;0.7848101265822784;0.4;0.6;0.011;0.021;9_dataset_3560.png
0.4659090909090909;0.3902439024390244;0.4878048780487805;0.3170731707317073;0.3821138211382114;0.7479674796747967;0.5040650406504065;0.5528455284552846;0.7154471544715447;0.6;0.4;0.012;0.022;9_dataset_5111.png
0.42401960784313725;0.3988439306358382;0.4682080924855491;0.057803468208092484;0.3988439306358382;0.7745664739884393;0.4277456647398844;0.3988439306358382;0.6936416184971098;0.6;0.4;0.017;0.024;9_dataset_286.png
0.4166666666666667;0.4066666666666667;0.49333333333333335;0.24666666666666667;0.3466666666666667;0.8266666666666667;0.5;0.4866666666666667;0.64;0.4;0.6;0.018;0.02;9_dataset_1377.png
0.31601731601731603;0.3013698630136986;0.4931506849315068;0.273972602739726;0.4246575342465753;0.6986301369863014;0.5205479452054794;0.4794520547945205;0.7671232876712328;0.2;0.6;0.011;0.021;9_dataset_292.png
0.4387755102040816;0.32558139534883723;0.46511627906976744;0.27906976744186046;0.40310077519379844;0.6976744186046512;0.6124031007751938;0.43410852713178294;0.6821705426356589;0.4;0.4;0.014;0.021;9_dataset_1363.png
0.3138888888888889;0.3893805309734513;0.4778761061946903;0.22123893805309736;0.34513274336283184;0.7876106194690266;0.4690265486725664;0.4690265486725664;0.6902654867256637;0.2;0.6;0.018;0.02;9_dataset_3574.png
0.4115942028985507;0.2535211267605634;0.47183098591549294;0.31690140845070425;0.4084507042253521;0.6338028169014085;0.6267605633802817;0.44366197183098594;0.7183098591549296;0.4;0.6;0.015;0.023;9_dataset_5105.png
0.25;0.41818181818181815;0.5272727272727272;0.23636363636363636;0.36363636363636365;0.8181818181818182;0.45454545454545453;0.509090909090909;0.7090909090909091;0.2;0.6;0.011;0.02;9_dataset_5663.png
0.27450980392156865;0.336734693877551;0.5612244897959183;0.15306122448979592;0.3877551020408163;0.8163265306122449;0.5;0.336734693877551;0.7448979591836735;0.4;0.4;0.017;0.021;9_dataset_3212.png
0.3753501400560224;0.39552238805970147;0.4701492537313433;0.208955223880597;0.3656716417910448;0.7910447761194029;0.5447761194029851;0.44029850746268656;0.6343283582089553;0.4;0.4;0.017;0.021;9_dataset_1405.png
0.39615384615384613;0.3106796116504854;0.39805825242718446;0.24271844660194175;0.3786407766990291;0.6601941747572816;0.5825242718446602;0.44660194174757284;0.6407766990291263;0.4;0.4;0.013;0.02;9_dataset_2124.png
0.29523809523809524;0.3763440860215054;0.40860215053763443;0.16129032258064516;0.44086021505376344;0.7311827956989247;0.5698924731182796;0.3978494623655914;0.6666666666666666;0.4;0.4;0.015;0.021;9_dataset_4555.png
0.4863636363636364;0.35514018691588783;0.4766355140186916;0.19626168224299065;0.38317757009345793;0.719626168224299;0.5046728971962616;0.4485981308411215;0.7009345794392523;0.2;0.6;0.011;0.02;9_dataset_5893.png
